CustomerID,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,IncomeGroup,CreditRating,,Occupation,MaritalStatus
3100838,31.45,312,21,0,0,-312,-31.5,10,0.3,16,4,22,1,1,SFRSRO707,673,0,0,No,No,No,No,0,7-Lowest,,Other,Unknown
3100886,53.31,291,50,13,2.8,262,9.3,8.3,0,109.9,83.3,24,1,1,NNYBUF716,31,26,0,No,No,No,No,3,2-High,,Other,No
3100894,17.14,15,17,0,0,10,-0.2,0,0,0.7,2.3,20,1,1,OKCOKC405,611,64,58,Yes,Yes,Yes,No,6,4-Medium,,Professional,Yes
3100926,43.14,459,40,9,0,58,1.1,1.3,0,3.3,4.3,24,1,1,ATLMAC912,719,66,66,No,No,No,No,0,2-High,,Other,Unknown
3100942,32.98,166,32,0,0,60,-0.5,1,0.7,6.5,16.3,22,2,2,OHICOV606,673,38,0,No,Yes,Yes,No,7,2-High,,Other,No
3100950,154.78,1276,102,200,0,-69,-41.8,17.7,0,357.9,56.7,20,1,1,NEVSDG619,611,30,0,No,No,No,No,7,2-High,,Other,No
3100990,111.54,347,40,175,4,-256,-52.3,0.7,0,231.8,4.3,26,1,1,NSHNSH615,780,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3101046,64.05,351,41,22,0,-7,-21.5,10,0,55.5,56.7,24,1,1,NYCBRO917,5,26,0,No,Yes,Yes,No,9,4-Medium,,Other,Unknown
3101054,30.07,90,30,0,0,-5,-0.1,2,0,16.9,1.7,24,3,3,LAXANA714,719,30,0,No,No,No,No,4,2-High,,Other,Unknown
3101086,74.52,546,75,0,6.2,-43,-22.4,2.3,0,37.9,10.3,24,2,2,SEASEA206,350,34,56,No,No,No,No,5,5-Low,,Other,No
3101122,36.79,227,43,0,0,3,-5.3,1.7,0,48.4,7,24,3,3,HOUHOU281,295,32,28,No,No,No,No,6,6-VeryLow,,Other,Unknown
3101138,52.08,420,35,38,0,-10,5.4,2.7,0.3,76.8,7.7,22,1,1,NYCBRO917,509,0,0,No,No,No,No,1,4-Medium,,Other,No
3101142,40.37,149,42,0,0,-34,0,0.3,0,44.5,10,22,2,2,SANSAN210,672,42,36,Yes,Yes,Yes,No,7,2-High,,Clerical,Yes
3101146,33.89,610,37,0,0.8,-610,-28.9,6.3,0,181.9,38.3,24,3,2,DETTOL419,718,30,42,Yes,No,No,No,6,2-High,,Other,Yes
3101154,156.69,1131,70,200,14.4,-494,-83.5,14.3,0,576.2,30,26,2,1,SFRSFR415,193,0,0,No,No,No,No,0,1-Highest,,Other,Unknown
3101182,19.3,4,17,0,0,6,0.2,0,0,0,0,22,1,1,FLNJAC904,672,28,28,Yes,Yes,Yes,No,4,2-High,,Professional,Yes
3101194,38.99,704,45,0,0,41,0,4,1.3,4.5,22.7,24,2,1,APCWAS202,534,36,0,No,Yes,Yes,No,6,1-Highest,,Other,No
3101202,37.04,150,30,18,0,43,8.5,1.7,0.3,31.2,12.3,24,3,3,ATLANE678,718,44,46,Yes,Yes,Yes,No,9,2-High,,Other,Yes
3101226,116.17,1430,85,82,0,495,69.6,8.7,0,33.8,35,22,1,1,DALFTW817,123,0,0,No,No,No,No,0,2-High,,Other,Unknown
3101234,62.37,970,45,52,0,-236,-12.3,64.3,0,230.5,99,20,1,1,NYCNAS516,102,48,0,No,No,No,No,7,7-Lowest,,Other,Yes
3101242,231.99,1082,41,512,0,-181,-41.1,3.3,0,43.9,21.3,26,2,2,SFRSFR415,76,0,0,No,No,No,No,0,2-High,,Other,Unknown
3101274,51.48,403,58,0,1.3,21,0.3,0,0,50.4,2.7,26,1,1,INDIND317,779,32,34,Yes,No,No,Yes,9,2-High,,Other,Yes
3101294,58.27,125,60,0,0,74,1.7,0.3,0,15.7,16.3,22,2,2,HOUHOU281,672,34,28,No,No,No,No,9,2-High,,Professional,Yes
3101314,71.12,1134,71,31,0,-842,-49,18.7,0.3,177.6,73.3,24,1,0,LAXDOW562,75,28,20,Yes,Yes,Yes,No,1,2-High,,Professional,No
3101330,20.48,40,15,17,0,-23,-5.5,2.3,0,5.5,0,20,1,1,APCBAL410,600,60,58,No,No,No,No,3,3-Good,,Other,No
3101334,29.99,30,30,0,0,-3,0,0.3,0,2.9,2.7,24,1,1,DETPON248,718,0,0,No,No,No,No,0,2-High,,Other,Unknown
3101338,34.23,56,30,0,0,4,-0.2,0.7,0,7.2,1.7,22,1,1,SFRSCL408,672,44,0,No,No,No,No,7,2-High,,Other,Unknown
3101350,50.63,263,30,68,0,-28,-10.4,1,0,18.7,12,20,1,1,PHIPHI215,610,26,64,Yes,Yes,Yes,No,2,4-Medium,,Clerical,No
3101354,115.09,296,61,51,0,42,-80.1,3.3,0,11.4,19.3,20,3,1,NYCBRO917,341,48,66,No,No,No,No,6,3-Good,,Other,No
3101398,30,68,30,0,0,58,0,1.7,0,0.5,0,24,1,1,STLSTL314,718,48,48,Yes,Yes,Yes,No,3,2-High,,Professional,Yes
3101426,40.01,976,50,0,0,-51,0,50.3,0,130.5,28.3,22,1,1,NYCNEW973,86,38,0,Yes,No,No,No,1,4-Medium,,Student,No
3101442,76.37,921,75,2,0,62,-1.4,4.7,0,177.3,54.3,22,1,1,SEASEA206,222,0,0,No,No,No,No,0,4-Medium,,Other,Unknown
3101458,30,127,30,0,0,-57,0,0,0,23.3,6.3,26,1,1,OHICAN330,778,42,36,Yes,Yes,Yes,No,6,2-High,,Other,Unknown
3101466,55.39,244,60,0,0.3,2,4.6,1.3,0,56.4,7,22,1,1,OMALNC402,671,46,44,Yes,Yes,Yes,No,6,2-High,,Professional,Yes
3101474,33.29,383,30,8,0.5,-183,-3.3,9.7,0,94.3,18.3,24,1,1,BOSBOS617,717,30,0,No,No,No,No,6,3-Good,,Other,No
3101530,87.83,1199,75,2,0,-16,-2.8,22.7,0.3,203.5,174,24,1,1,PHIMER609,139,32,0,Yes,Yes,Yes,No,5,5-Low,,Self,No
3101534,31.39,323,35,4,0,114,4.2,0,0,17.9,0.7,26,1,1,NYCNAS516,19,0,0,No,No,No,No,1,6-VeryLow,,Other,No
3101542,31.03,100,30,2,0,-27,-1,1,0,20.2,0.3,20,1,1,DETPON248,609,52,52,Yes,No,No,No,5,2-High,,Other,Yes
3101590,35.12,32,10,0,0,-18,-25.1,0,0.3,5.8,1.3,20,2,2,OKCWIC940,81,0,0,No,No,No,No,0,2-High,,Other,Unknown
3101610,179.53,2257,160,161,1.8,-84,-23.3,8.3,0,540.1,162,20,2,1,KCYKCK913,125,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3101626,80.3,1026,75,14,0,-10,-2.3,10.3,0,342.8,9.7,26,2,2,SFROAK510,638,56,0,No,No,No,No,5,5-Low,,Other,No
3101634,30.24,171,40,0,0,-105,-0.2,1,0,29.9,10.7,24,1,1,MIAMIA305,717,64,0,No,No,No,No,6,4-Medium,,Other,Yes
3101646,30.03,280,30,0,0,329,0.1,0,0,12.7,1.7,26,1,1,APCFCH703,778,38,36,No,No,No,No,5,3-Good,,Other,No
3101674,76.81,416,40,82,2.2,-382,-33.6,20.7,0.3,28.7,16.7,24,1,1,NCRWLM757,717,36,0,No,No,No,No,6,2-High,,Other,No
3101726,78.5,387,40,145,0,-324,-77.5,1.7,0,43.9,21,20,1,1,STLCOL618,480,42,44,Yes,Yes,Yes,No,8,2-High,,Professional,Yes
3101730,58.91,673,30,60,0,214,35.1,18.3,0.3,217,29.7,20,2,2,NYCNEW973,595,40,0,Yes,No,No,No,6,2-High,,Professional,Yes
3101750,127.29,932,45,246,0,133,-7.3,15,0,303.3,82.3,20,1,1,LAXLAX213,609,60,0,No,No,No,No,7,3-Good,,Other,Unknown
3101774,30.26,12,30,0,0,-12,-0.3,0,0,0.3,2.7,20,2,2,APCFCH703,609,40,40,Yes,No,No,No,7,6-VeryLow,,Other,Yes
3101810,51.04,239,50,0,0.1,-174,-1,9.3,0,23.2,0.7,20,1,1,SHEWIN540,609,52,0,No,No,No,No,4,1-Highest,,Other,No
3101830,26.33,154,35,0,0,231,8.7,2.3,0,15.3,0,20,1,1,LAXANA714,598,0,0,No,No,No,No,0,4-Medium,,Other,Unknown
3101834,30.25,152,30,0,0,20,0.7,1.7,0.3,49.2,12.7,22,1,1,LAXCDG310,671,34,30,No,No,No,No,4,2-High,,Other,No
3101854,40.41,445,42,10,2,53,-2.2,8.7,0.7,105.1,3.7,22,2,1,DETDET313,254,52,48,Yes,Yes,Yes,No,5,3-Good,,Crafts,No
3101910,14.82,274,10,13,0,-236,-1.8,3,0,21.5,5.3,20,2,2,LAXRIV909,608,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3101926,50,398,50,0,0,-45,0,6.3,0,146.3,32.7,22,1,1,FLNCOC407,670,38,36,No,Yes,Yes,No,6,3-Good,,Other,Yes
3101982,74.86,1105,60,81,0,-50,-4.9,28.3,0.7,313,40,24,1,1,NNYBUF716,44,32,0,Yes,No,No,No,3,5-Low,,Other,No
3102014,47.05,108,30,44,0,196,46.2,2,0,13,3.7,22,1,1,LAXPAS626,670,26,0,No,No,No,No,4,2-High,,Other,Unknown
3102066,20.97,128,15,17,0,-70,-9.2,0.7,0,8,3.7,26,2,1,PITCOR412,496,66,62,Yes,Yes,Yes,Yes,6,2-High,,Crafts,Yes
3102082,33.97,124,30,0,0,-4,-3,0.3,0.3,5.7,15.3,20,1,1,MIAWPB561,608,72,70,No,Yes,Yes,No,9,2-High,,Professional,Yes
3102086,39.2,377,30,0,0,168,-9.2,13.3,0.3,46.6,13,20,1,1,NYCNEW732,139,0,0,No,No,No,No,0,4-Medium,,Other,Unknown
3102090,62.87,421,32,91,0.1,-190,-30.4,6.7,0.3,74.4,34.7,20,2,2,CHINBK847,606,46,0,No,No,No,No,9,1-Highest,,Other,Yes
3102102,49.58,240,30,55,0,-65,-19.6,4,0,30.2,5.7,26,1,1,SFROAK925,777,62,0,No,No,No,No,6,2-High,,Professional,No
3102118,48.85,294,55,0,0,-74,10.1,7,0,95,24.3,20,1,1,KCYKCK913,199,52,48,No,Yes,Yes,No,5,5-Low,,Professional,No
3102150,30.36,42,30,0,0.1,62,-0.4,1.3,0,11,4.3,20,1,1,PHXTUC520,287,64,58,Yes,No,No,No,5,2-High,,Other,Yes
3102226,33.25,19,30,0,0,0,-0.3,0,0,0,0,20,1,1,DALFTW817,607,56,62,No,No,No,No,6,2-High,,Other,Yes
3102254,59.19,703,50,23,0,2,-5.9,18.7,0.3,201.7,125.7,22,1,1,HARNEW203,59,28,50,No,No,No,No,5,5-Low,,Other,No
3102258,10,0,10,0,0,0,0,0,0,0,0,24,1,1,HARNEW203,715,64,64,No,Yes,Yes,No,7,2-High,,Professional,Yes
3102270,16.99,15,17,0,0,-9,0,0,0,0,0,24,1,1,KCYKCK913,715,34,0,No,No,No,No,7,2-High,,Other,Unknown
3102338,14.83,204,15,0,0,118,-4.8,2,0,78.4,16.7,22,3,3,DALFTW817,669,56,54,Yes,Yes,Yes,No,5,1-Highest,,Crafts,Yes
3102346,65.75,593,61,0,0,44,2.5,5.3,0.3,157.1,6,22,1,1,APCSIL301,669,0,0,No,No,No,No,0,7-Lowest,,Other,Unknown
3102350,50.94,274,60,0,0,102,-0.9,2,0,60.3,29,20,1,1,DALFTW817,119,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3102410,132.3,2138,60,254,0,86,29.2,11,0,432.2,80.3,26,1,1,STLSTL314,198,30,24,No,Yes,Yes,No,2,2-High,,Other,Unknown
3102422,34.18,27,34,0,1.4,-1,-0.6,1.7,0,1.1,3,24,2,2,APCSIL301,715,38,0,No,No,No,No,9,1-Highest,,Other,No
3102474,22.44,42,15,24,0,-12,-3.1,0.3,0,2.4,0.3,22,2,2,SHEFTR540,669,34,32,Yes,Yes,Yes,No,4,1-Highest,,Crafts,Yes
3102494,30.27,103,30,0,0,21,-0.3,1,0,27,9,20,1,1,SHEHAR540,226,44,0,No,No,No,No,7,1-Highest,,Other,Unknown
3102518,41.59,407,50,0,0,-27,2.4,2.3,1.3,83.8,17,20,1,1,DENGLD303,321,0,0,No,No,No,No,0,2-High,,Other,Unknown
3102550,40.97,582,45,14,0,116,0.8,0.3,0,159.5,32,26,1,1,FLNTAM813,609,0,0,No,No,No,No,5,3-Good,,Other,No
3102570,271.4,2444,75,494,0,-290,-76.4,23.7,0,1050.3,260,26,1,1,NYCBRO917,217,26,0,No,No,No,No,8,5-Low,,Other,No
3102578,41.53,148,32,0,0,70,-9,2,0,0,3,20,2,2,DETFLI810,68,56,74,No,Yes,Yes,No,9,2-High,,Professional,Yes
3102586,28.34,349,18,15,0,-349,-28.3,5,0.3,68,17.7,20,1,1,FLNTAL850,310,58,58,No,Yes,Yes,No,4,5-Low,,Other,Yes
3102590,29.99,0,30,0,0,0,0,0,0,0,0,22,1,1,SFRSFS650,668,78,68,No,Yes,Yes,No,5,2-High,,Retired,Yes
3102622,81.97,308,74,61,1.2,-28,-11.6,3.7,0.7,38.6,16,22,4,3,SEASEA206,668,54,52,Yes,Yes,Yes,No,9,3-Good,,Professional,Yes
3102626,15.13,1,15,0,0,-1,-0.1,0,0,0,0.3,20,1,1,APCWAS202,606,48,28,No,Yes,Yes,No,4,6-VeryLow,,Student,No
3102634,59.99,1066,70,0,0,125,0,10.3,0,172.1,16.3,24,2,2,OHICOL614,3,48,48,No,Yes,Yes,No,3,4-Medium,,Professional,Yes
3102674,50.25,264,50,0,0,-110,-0.2,10,1,80.1,8.3,24,2,1,LAXCDG310,714,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3102694,57.08,566,30,58,0,20,10.3,19,0.3,145.1,41.7,22,2,2,NYCNAS516,174,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3102698,50.25,258,50,0,0,17,-0.2,8.3,0,65.2,7,26,1,1,APCWAS202,775,32,0,No,No,No,No,8,1-Highest,,Other,Yes
3102722,32.99,219,30,0,0,2,1,1.3,0,54.6,1,20,1,1,DALDAL214,477,60,56,No,No,No,No,9,2-High,,Professional,Yes
3102730,20.46,46,15,18,0,-16,-3.6,4,0,14.8,4.3,26,1,1,APCSIL301,775,50,50,Yes,Yes,Yes,No,5,1-Highest,,Professional,Yes
3102746,51.58,385,50,0,0,112,0.4,3.3,0,20.7,14.7,20,1,1,KCYLAW913,606,46,44,Yes,Yes,Yes,No,9,3-Good,,Self,Yes
3102750,86.41,59,95,0,0.2,18,-0.8,0.7,0,4.8,4.7,20,2,2,APCSIL301,606,38,32,Yes,Yes,Yes,No,8,1-Highest,,Professional,Yes
3102770,17.03,1,17,0,0,3,0.1,0,0,0,0,22,1,1,SFRSCL408,668,52,0,No,No,No,No,9,2-High,,Other,Yes
3102778,38.65,179,38,0,0,-8,1.3,26,0,71.2,3.7,20,1,1,PHIPHI215,606,54,48,Yes,Yes,Yes,No,3,3-Good,,Other,Yes
3102802,33.77,702,30,9,0,-38,-2.8,2,0,199.9,41.7,22,1,1,MIAMIA305,668,62,54,No,Yes,Yes,No,4,2-High,,Other,No
3102806,80.8,532,50,101,0,-292,-30.8,3,0,136.4,7,24,1,1,CHINBK847,714,34,0,No,No,No,No,4,2-High,,Other,Yes
3102834,32.98,86,30,0,0,33,0,3.7,0.3,47.1,3,22,1,1,NNYBUF716,668,36,34,Yes,Yes,Yes,No,3,4-Medium,,Self,Yes
3102846,46.02,369,32,32,0,202,29.5,1.3,1.3,170,16,20,4,2,HWIHON808,517,40,64,No,Yes,Yes,No,6,5-Low,,Professional,Unknown
3102866,98.17,307,20,216,0,-72,-21.6,1.3,0,43.6,13,22,1,1,HOUHOU281,667,42,42,No,Yes,Yes,No,9,2-High,,Professional,Yes
3102898,40.76,362,32,26,0,-96,-8.3,2.3,0,48.9,17,20,2,2,NCRGRB757,605,42,0,Yes,No,No,No,6,2-High,,Professional,Yes
3102906,41.5,253,45,12,0.5,-20,-3.6,3.3,0,50.8,18.3,26,1,1,LOULEX606,154,38,0,Yes,No,No,No,9,1-Highest,,Professional,Yes
3102946,36.83,344,45,2,0,230,-1.8,0.7,0,93.1,14,20,2,1,NCRRIC804,47,72,68,No,Yes,Yes,No,7,4-Medium,,Retired,No
3103018,42.85,779,18,62,0.2,-779,-42.8,11.3,0,90,98,24,1,1,NYCNAS516,228,0,0,No,Yes,Yes,No,8,4-Medium,,Other,No
3103022,101.29,395,32,100,0.1,-395,-81.3,4.7,0,155,30.3,26,1,1,APCWAS202,544,0,0,No,No,No,No,0,6-VeryLow,,Other,Unknown
3103034,32.49,54,32,0,0,29,0,0,0,0.1,2.3,26,2,2,OHIDAY937,774,56,58,No,No,No,No,6,2-High,,Professional,Yes
3103050,34.12,240,30,18,0,144,11.5,7,0.3,31.5,14.3,22,1,1,HARBRI203,667,36,36,Yes,Yes,Yes,No,3,3-Good,,Professional,Yes
3103102,52.88,103,50,0,0,-27,-1.1,0.3,0.3,1.4,0.7,20,1,1,CHILAG708,605,72,0,No,Yes,Yes,No,5,2-High,,Retired,Yes
3103106,78.01,712,45,113,0,343,69.5,9.7,0,94.3,59.7,22,2,1,NYCQUE917,50,24,0,No,No,No,No,7,5-Low,,Other,No
3103142,79.24,979,60,128,0,5,33.8,8.7,0.3,255.5,21,26,1,1,ATLATL678,84,38,36,No,Yes,Yes,Yes,5,2-High,,Other,Unknown
3103238,58.69,812,76,0,4.2,-659,-54.9,9,0.3,22.8,6.3,20,2,2,NCRCHA704,28,0,0,No,No,No,No,0,6-VeryLow,,Other,Unknown
3103254,57.91,200,50,14,0.2,-26,19,4,0,8,6,22,1,1,NYCMAN917,9,32,0,No,No,No,No,8,4-Medium,,Other,Unknown
3103258,34.38,233,30,6,0,-42,-2.9,2.3,1,15.4,11,22,2,2,NCRNWN757,666,42,38,Yes,No,No,No,7,2-High,,Professional,Yes
3103314,36.24,143,32,12,0,61,5.2,1.7,0,13.5,12.3,22,2,2,ATLATL678,666,62,54,No,No,No,No,6,2-High,,Professional,Yes
3103318,33.51,37,29,0,4.9,8,-3.5,0.3,0,0,0,26,1,1,OMAOMA402,773,72,70,No,Yes,Yes,No,2,2-High,,Retired,Yes
3103362,318.43,1890,70,458,81.6,-343,-103.8,26.7,0,15,10.7,22,1,1,LAXALA562,197,0,0,No,No,No,No,6,5-Low,,Other,Unknown
3103386,60.15,239,19,104,4.6,-204,-62,3,0,33.1,36.3,24,1,1,DALFTW817,98,56,54,No,No,No,No,1,2-High,,Other,Yes
3103406,173.9,1222,60,371,1.1,-134,-34.3,17,0,349.7,74,20,1,1,HARBRI203,385,50,48,Yes,No,No,No,5,2-High,,Other,Yes
3103434,30,33,30,0,0,11,0,0,0,0.3,1,23,1,1,NMXALB505,683,38,0,No,No,No,No,5,3-Good,,Other,Yes
3103438,56.68,233,60,0,0,-34,-0.4,16.7,0,52.1,2,20,1,1,BOSBOS978,344,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3103462,61.31,195,60,0,0,66,3.2,6,0,56.5,14,26,1,1,FLNCOC407,98,72,66,No,Yes,Yes,No,4,3-Good,,Crafts,Yes
3103478,32.32,130,30,0,0,-59,-2.3,1,0,0.7,0,20,1,1,MIAMIA305,604,0,0,No,Yes,Yes,No,7,2-High,,Professional,No
3103514,34.69,208,35,3,0,19,1.4,3,0,85.1,0.7,26,1,1,SANSAN210,773,40,38,Yes,Yes,Yes,No,8,2-High,,Professional,Yes
3103526,30.24,40,30,0,0,2,-0.2,0.7,0,0.2,3,26,1,1,SFRSFR415,274,0,0,No,No,No,No,0,2-High,,Other,Unknown
3103530,40.27,396,30,20,0,20,18.7,5.3,0,45.4,37.3,26,1,1,NYCNEW732,773,0,0,No,No,No,No,6,2-High,,Other,No
3103550,42.86,1643,10,124,1.4,-451,-15.6,10.3,3.3,344.2,48,20,4,3,CHILAG630,207,50,48,No,No,No,No,7,3-Good,,Other,Unknown
3103554,58.96,574,60,1,0,56,-3,2.3,0.3,57.7,21.7,20,1,1,HOUHOU281,340,42,56,Yes,Yes,Yes,No,3,4-Medium,,Professional,No
3103582,103.46,641,66,177,1.3,-370,-103.5,5.7,0.7,153,67.7,14,3,2,ATLMEM901,411,44,46,Yes,No,No,No,9,2-High,,Other,Yes
3103590,55.81,389,32,78,0,21,7.9,5.3,0,52.1,41.3,24,2,2,NEVPOW619,712,30,0,No,No,No,No,9,2-High,,Professional,Yes
3103630,12.74,158,13,0,0,-102,-2.7,3,0,26.9,4.3,24,2,2,FLNTAM813,66,30,24,Yes,No,No,No,3,4-Medium,,Other,Unknown
3103642,94.17,770,70,156,0,224,-20.4,10,0.3,96,83.7,20,2,2,NCRRAL919,604,34,34,No,No,No,No,7,2-High,,Other,Unknown
3103686,5,0,5,0,0,0,0,0,0,0,0,22,2,2,SHEHAG301,383,28,28,Yes,Yes,Yes,No,4,2-High,,Other,Yes
3103690,100.03,327,15,228,0.4,-325,-85,4.7,1.7,3.7,1,20,1,1,APCSIL301,603,42,40,Yes,No,No,No,7,1-Highest,,Professional,Yes
3103710,52.83,266,50,18,0,342,16,1.3,0,34.7,9.3,22,1,1,FLNTAM813,161,42,0,No,No,No,No,6,2-High,,Other,No
3103790,19.79,23,17,5,0,-14,-2.8,0,0,1.4,0,20,1,1,FLNJAC904,603,28,26,No,Yes,Yes,No,5,2-High,,Other,No
3103814,34.73,195,32,7,0,-151,-3.9,6,0,20.8,9.3,20,2,2,LAXIRV949,603,36,34,Yes,Yes,Yes,No,7,2-High,,Clerical,Yes
3103850,33.26,255,30,0,0,42,-0.3,0,0,0.6,1.3,20,2,1,PHXTUC520,1,56,56,Yes,Yes,Yes,No,6,1-Highest,,Crafts,Yes
3103870,49.29,189,30,41,0,-17,-6,3,0,16.8,4,24,2,2,SFRSMO650,711,48,48,No,Yes,Yes,No,1,2-High,,Other,No
3103886,58.74,306,60,0,0,78,-8.7,9,0,71.3,37,22,1,1,APCSIL301,101,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3103894,33.75,230,32,5,0,33,-1.3,3.7,0,9.1,3.7,22,2,2,PHIWIL302,665,48,44,Yes,Yes,Yes,No,5,2-High,,Professional,Yes
3103918,34.17,426,45,0,0,-76,-3.7,5.7,0,86.1,13,20,1,1,HOUHOU281,211,24,0,No,No,No,No,5,2-High,,Other,No
3103938,60.32,1409,70,17,0.4,79,20.3,11,0,496.7,59.3,24,1,1,DALFTW817,169,40,42,Yes,Yes,Yes,No,5,7-Lowest,,Self,Yes
3103970,73.08,469,41,128,0,424,112.7,6.7,0,194.5,10.7,22,2,2,SFRSCL408,81,0,0,No,No,No,No,5,3-Good,,Other,No
3103974,40.5,720,47,15,0,79,14.1,6,0.7,101.1,45,20,1,1,OHICOL614,603,30,22,No,Yes,Yes,No,7,3-Good,,Professional,Yes
3103986,51.6,938,50,24,1.7,-226,-10.6,6.7,0.7,111.8,31,24,1,1,PHIPHI215,147,20,0,No,No,No,No,6,2-High,,Other,Unknown
3104014,53.83,785,60,9,0.5,35,-1.8,1.7,0,246.6,29,20,1,1,ATLATL678,603,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3104018,16.99,0,17,0,0,0,0,0,0,0,0,26,2,2,DALFTW817,772,62,58,Yes,Yes,Yes,No,6,3-Good,,Professional,Yes
3104062,33.24,1,30,0,0,-1,0,0,0,0,0,24,1,1,SFRSCL408,354,38,0,No,No,No,No,7,2-High,,Other,No
3104070,46.18,534,45,0,0,-139,-41.3,12,0,67.5,19.7,24,1,1,LAXSFN818,318,0,0,No,No,No,No,4,5-Low,,Other,No
3104078,10,0,10,0,0,0,0,0,0,0,0,22,1,1,DALDAL214,444,48,46,No,Yes,Yes,No,7,2-High,,Other,Yes
3104082,63.33,733,67,22,0,531,-43.9,3.3,0,350.1,27,24,1,1,DETDET313,710,NA,NA,No,No,No,No,0,3-Good,,Other,Unknown
3104106,44.13,298,30,31,0,-88,-14.1,21,0,43.1,29,20,1,1,NYCBRO917,602,46,44,No,No,No,No,7,2-High,,Other,Yes
3104118,41.08,146,25,41,0,146,39.7,2.7,0,16.7,10.3,26,1,1,DETDET313,771,40,18,Yes,Yes,Yes,No,9,2-High,,Self,Yes
3104134,30.26,93,30,0,0,-72,-0.3,0.3,0,23.2,7.3,20,1,1,MIAMIA305,602,48,50,No,Yes,Yes,No,6,2-High,,Other,Yes
3104146,58.7,805,60,0,0,421,-4.7,7.7,1,319.2,82,20,1,1,SFRSFR415,602,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3104162,32.49,366,30,0,0,2,3.9,15.3,0,54.2,25.3,22,1,1,HARNOR203,405,0,0,No,No,No,No,7,4-Medium,,Other,No
3104190,149.6,1307,100,186,0.6,-399,-46.6,4.7,0,446.4,43.7,24,1,1,DALFTW817,271,NA,NA,No,No,No,No,0,6-VeryLow,,Other,Unknown
3104198,50.8,1648,60,0,0.4,-124,0.6,15.7,0.7,453,25,20,1,1,NYCMAN917,175,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3104226,71.42,270,30,93,2.7,-158,-30.1,8,0.7,13.5,8.3,22,2,1,PHITRT609,664,50,0,Yes,Yes,Yes,No,9,4-Medium,,Self,Yes
3104238,59.24,573,30,64,0.7,5,14.1,9.7,0.3,148.9,47.3,24,1,1,NYCNEW973,335,0,0,No,No,No,No,4,5-Low,,Other,No
3104246,40.66,191,32,0,0,-3,6,3.3,0.7,28.7,1.7,22,3,3,APCFCH703,199,30,60,No,No,No,No,9,3-Good,,Other,No
3104270,87.68,1046,85,0,8.2,-19,6.1,9.7,0.3,177.4,48,20,3,2,FLNJAC904,216,38,42,No,Yes,Yes,No,9,1-Highest,,Other,Yes
3104286,52.2,372,40,31,0.6,-55,-4.5,4.3,0,49.1,53.7,20,2,2,BOSBOS617,602,50,50,No,Yes,Yes,No,8,1-Highest,,Other,No
3104298,29.99,65,30,0,0,46,0,1,0,9.2,4.7,24,1,1,APCFCH703,710,36,38,No,No,No,No,9,6-VeryLow,,Other,Yes
3104302,48.97,464,52,0,0,125,-1.4,0,0,138.9,34.3,26,3,3,SANSAN210,771,52,52,Yes,Yes,Yes,No,9,3-Good,,Professional,Yes
3104318,30.39,20,40,0,0.3,54,1.2,0,0,0,0,26,1,1,NYCBRO917,513,0,0,No,No,No,No,3,4-Medium,,Other,No
3104322,29.99,62,30,0,0,5,0,2,0,27.3,11.3,26,2,1,FLNWNP407,771,0,0,No,No,No,No,0,2-High,,Other,Unknown
3104354,33.7,6,30,0,0.2,-6,-0.5,0,0,0.4,0.7,20,1,1,FLNJAC904,602,28,0,No,No,No,No,6,4-Medium,,Other,No
3104358,37.66,297,30,20,0,-105,-7.7,3.7,0,142.5,10,20,1,1,APCWAS202,602,0,0,No,No,No,No,6,3-Good,,Student,Yes
3104370,66.6,930,55,1,9.9,-174,9.4,20,0,181.4,96.7,22,1,1,PHIJEN215,91,54,50,Yes,Yes,Yes,No,6,3-Good,,Other,Yes
3104394,49.99,157,60,0,0,-26,0,1,0,42.1,19.7,26,3,3,DALDAL214,483,26,0,No,No,No,No,6,3-Good,,Other,No
3104410,8,3,5,3,0,-3,-3,1,0,0,0.3,22,1,1,SFRPAL650,664,38,0,No,No,No,No,8,1-Highest,,Other,Unknown
3104426,68.06,246,35,94,0,-81,-29.9,3,0,24.1,8.7,26,1,1,SFROAK510,771,32,0,No,No,No,No,2,3-Good,,Other,No
3104438,30.15,26,30,0,0.2,23,-0.2,0.7,0,4.2,1.7,22,1,1,NCRFAY910,664,38,32,No,No,No,No,4,2-High,,Other,Yes
